Latitude (decimal degrees):	38.110
Longitude (decimal degrees):	15.650
Elevation (m):	67
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int,WS60m,T_cell
20190603:1410,684.0,45.66,21.02,2.62,0.0,3.37,42.4
20190603:1510,512.0,33.88,20.73,2.69,0.0,3.46,36.7
20190603:1610,322.0,22.18,20.04,2.48,0.0,3.19,30.1
20190603:1710,127.0,10.84,19.0,2.14,0.0,2.75,23.0
20190603:1810,0.0,0.0,17.69,1.79,0.0,2.30,17.7
20190603:1910,0.0,0.0,16.0,2.14,0.0,2.75,16.0
20190603:2010,0.0,0.0,15.27,2.07,0.0,2.66,15.3
20190603:2110,0.0,0.0,14.65,2.07,0.0,2.66,14.7
20190603:2210,0.0,0.0,14.22,2.07,0.0,2.66,14.2
20190603:2310,0.0,0.0,13.93,2.07,0.0,2.66,13.9
20190604:0010,0.0,0.0,13.67,2.14,0.0,2.75,13.7
20190604:0110,0.0,0.0,13.46,2.21,0.0,2.84,13.5
20190604:0210,0.0,0.0,13.35,2.21,0.0,2.84,13.3
20190604:0310,0.0,0.0,13.2,2.14,0.0,2.75,13.2
20190604:0410,31.0,5.27,13.12,2.21,0.0,2.84,14.1
20190604:0510,225.0,16.33,14.21,2.07,0.0,2.66,21.2
20190604:0610,421.0,27.88,16.4,2.48,0.0,3.19,29.6
20190604:0710,614.0,39.65,18.14,2.69,0.0,3.46,37.3
20190604:0810,765.0,51.36,19.46,2.62,0.0,3.37,43.4
20190604:0910,894.0,62.5,20.53,2.55,0.0,3.28,48.5
20190604:1010,957.0,71.52,21.35,2.62,0.0,3.37,51.3
20190604:1110,972.0,74.02,21.91,2.62,0.0,3.37,52.3
20190604:1210,934.0,67.63,22.4,2.69,0.0,3.46,51.6
20190604:1310,835.0,57.27,22.56,2.76,0.0,3.55,48.7
20190604:1410,697.0,45.76,22.33,2.83,0.0,3.64,44.1
20190604:1510,508.0,33.97,21.71,2.76,0.0,3.55,37.6
20190604:1610,315.0,22.28,20.52,2.69,0.0,3.46,30.4
20190604:1710,130.0,10.94,19.36,2.69,0.0,3.46,23.4
20190604:1810,0.0,0.0,18.11,2.41,0.0,3.10,18.1
20190604:1910,0.0,0.0,16.9,2.0,0.0,2.57,16.9
20190604:2010,0.0,0.0,16.1,1.86,0.0,2.39,16.1
20190604:2110,0.0,0.0,15.44,1.72,0.0,2.21,15.4
20190604:2210,0.0,0.0,14.92,1.59,0.0,2.04,14.9
20190604:2310,0.0,0.0,14.43,1.45,0.0,1.86,14.4
20190605:0010,0.0,0.0,13.93,1.38,0.0,1.77,13.9
20190605:0110,0.0,0.0,13.5,1.38,0.0,1.77,13.5
20190605:0210,0.0,0.0,12.99,1.38,0.0,1.77,13.0
20190605:0310,0.0,0.0,12.56,1.38,0.0,1.77,12.6
20190605:0410,31.0,5.31,12.34,1.31,0.0,1.68,13.3
20190605:0510,213.0,16.37,13.83,0.9,0.0,1.16,20.5
20190605:0610,408.0,27.9,17.94,0.76,0.0,0.98,30.7
20190605:0710,605.0,39.67,19.95,1.1,0.0,1.41,38.9
20190605:0810,778.0,51.39,21.52,1.03,0.0,1.32,45.8
20190605:0910,899.0,62.54,22.75,1.03,0.0,1.32,50.8
20190605:1010,983.0,71.6,23.76,1.03,0.0,1.32,54.5
20190605:1110,988.0,74.14,24.49,1.24,0.0,1.59,55.4
20190605:1210,949.0,67.74,24.99,1.31,0.0,1.68,54.6
20190605:1310,853.0,57.37,25.22,1.38,0.0,1.77,51.9
20190605:1410,705.0,45.85,25.11,1.17,0.0,1.50,47.1
20190605:1510,521.0,34.06,24.65,1.03,0.0,1.32,40.9
20190605:1610,320.0,22.38,23.69,1.31,0.0,1.68,33.7
20190605:1710,130.0,11.04,22.26,1.38,0.0,1.77,26.3
20190605:1810,0.0,0.0,20.8,1.17,0.0,1.50,20.8
20190605:1910,0.0,0.0,19.11,1.24,0.0,1.59,19.1
20190605:2010,0.0,0.0,18.06,1.38,0.0,1.77,18.1
20190605:2110,0.0,0.0,17.42,1.59,0.0,2.04,17.4
20190605:2210,0.0,0.0,16.54,1.59,0.0,2.04,16.5
20190605:2310,0.0,0.0,15.76,1.45,0.0,1.86,15.8
20190606:0010,0.0,0.0,15.13,1.38,0.0,1.77,15.1
20190606:0110,0.0,0.0,14.82,1.45,0.0,1.86,14.8
20190606:0210,0.0,0.0,14.82,1.31,0.0,1.68,14.8
20190606:0310,0.0,0.0,15.01,1.17,0.0,1.50,15.0
20190606:0410,31.0,5.35,15.04,1.17,0.0,1.50,16.0
20190606:0510,226.0,16.4,16.0,0.97,0.0,1.25,23.1
20190606:0610,418.0,27.93,19.69,1.31,0.0,1.68,32.8
20190606:0710,606.0,39.69,21.82,1.66,0.0,2.13,40.8
20190606:0810,767.0,51.42,23.37,1.38,0.0,1.77,47.3
20190606:0910,882.0,62.58,24.76,0.83,0.0,1.07,52.3
20190606:1010,954.0,71.68,25.97,0.62,0.0,0.80,55.8
20190606:1110,948.0,74.25,26.87,0.83,0.0,1.07,56.5
20190606:1210,601.0,67.85,27.51,0.83,0.0,1.07,46.3
20190606:1310,519.0,57.46,27.83,0.9,0.0,1.16,44.0
20190606:1410,381.0,45.94,27.48,1.1,0.0,1.41,39.4
20190606:1510,435.0,34.15,26.82,1.03,0.0,1.32,40.4
20190606:1610,185.0,22.47,25.94,1.17,0.0,1.50,31.7
20190606:1710,91.0,11.13,24.64,0.69,0.0,0.89,27.5
20190606:1810,0.0,0.0,23.8,0.21,0.0,0.27,23.8
20190606:1910,0.0,0.0,20.35,0.76,0.0,0.98,20.4
20190606:2010,0.0,0.0,19.0,0.69,0.0,0.89,19.0
20190606:2110,0.0,0.0,18.22,0.97,0.0,1.25,18.2
20190606:2210,0.0,0.0,17.6,0.97,0.0,1.25,17.6
20190606:2310,0.0,0.0,18.42,0.41,0.0,0.53,18.4
20190607:0010,0.0,0.0,17.45,0.76,0.0,0.98,17.4
20190607:0110,0.0,0.0,16.88,0.97,0.0,1.25,16.9
20190607:0210,0.0,0.0,17.26,0.97,0.0,1.25,17.3
20190607:0310,0.0,0.0,18.62,0.83,0.0,1.07,18.6
20190607:0410,31.0,5.38,18.68,0.9,0.0,1.16,19.6
20190607:0510,214.0,16.42,18.75,0.83,0.0,1.07,25.4
20190607:0610,407.0,27.95,22.03,0.9,0.0,1.16,34.7
20190607:0710,590.0,39.71,24.32,1.31,0.0,1.68,42.8
20190607:0810,759.0,51.44,25.99,1.72,0.0,2.21,49.7
20190607:0910,882.0,62.61,27.26,1.86,0.0,2.39,54.8
20190607:1010,960.0,71.74,28.31,1.93,0.0,2.48,58.3
20190607:1110,981.0,74.35,29.18,1.86,0.0,2.39,59.8
20190607:1210,942.0,67.95,29.58,1.79,0.0,2.30,59.0
20190607:1310,844.0,57.55,29.63,1.86,0.0,2.39,56.0
20190607:1410,698.0,46.03,29.15,2.21,0.0,2.84,51.0
20190607:1510,511.0,34.24,28.05,2.34,0.0,3.01,44.0
20190607:1610,317.0,22.56,26.68,2.21,0.0,2.84,36.6
20190607:1710,126.0,11.22,25.26,1.79,0.0,2.30,29.2
20190607:1810,0.0,0.0,23.64,1.52,0.0,1.95,23.6
20190607:1910,0.0,0.0,21.89,1.31,0.0,1.68,21.9
20190607:2010,0.0,0.0,20.83,1.24,0.0,1.59,20.8
20190607:2110,0.0,0.0,19.9,1.17,0.0,1.50,19.9
20190607:2210,0.0,0.0,19.77,1.1,0.0,1.41,19.8
20190607:2310,0.0,0.0,20.15,0.97,0.0,1.25,20.1
20190608:0010,0.0,0.0,20.92,0.9,0.0,1.16,20.9
20190608:0110,0.0,0.0,21.01,0.97,0.0,1.25,21.0
20190608:0210,0.0,0.0,20.79,1.1,0.0,1.41,20.8
20190608:0310,0.0,0.0,19.69,1.45,0.0,1.86,19.7
20190608:0410,31.0,5.4,19.17,1.72,0.0,2.21,20.1
20190608:0510,205.0,16.44,20.49,1.66,0.0,2.13,26.9
20190608:0610,395.0,27.96,25.65,1.24,0.0,1.59,38.0
20190608:0710,592.0,39.72,28.99,2.0,0.0,2.57,47.5
20190608:0810,758.0,51.45,30.49,2.41,0.0,3.10,54.2
20190608:0910,885.0,62.64,31.5,2.69,0.0,3.46,59.2
20190608:1010,948.0,71.8,32.28,3.17,0.0,4.07,61.9
20190608:1110,958.0,74.45,32.59,3.86,0.0,4.96,62.5
20190608:1210,916.0,68.05,31.85,4.48,0.0,5.76,60.5
20190608:1310,793.0,57.64,31.26,4.48,0.0,5.76,56.0
20190608:1410,683.0,46.11,30.35,4.48,0.0,5.76,51.7
20190608:1510,505.0,34.33,29.27,4.28,0.0,5.50,45.1
20190608:1610,316.0,22.64,28.01,3.86,0.0,4.96,37.9
20190608:1710,127.0,11.31,26.46,3.45,0.0,4.43,30.4
20190608:1810,0.0,0.0,24.77,2.97,0.0,3.82,24.8
20190608:1910,0.0,0.0,23.56,2.69,0.0,3.46,23.6
20190608:2010,0.0,0.0,22.85,2.69,0.0,3.46,22.9
20190608:2110,0.0,0.0,22.55,2.69,0.0,3.46,22.6
20190608:2210,0.0,0.0,22.17,2.76,0.0,3.55,22.2
20190608:2310,0.0,0.0,21.93,2.76,0.0,3.55,21.9
20190609:0010,0.0,0.0,21.71,2.76,0.0,3.55,21.7
20190609:0110,0.0,0.0,21.73,2.76,0.0,3.55,21.7
20190609:0210,0.0,0.0,21.52,2.76,0.0,3.55,21.5
20190609:0310,0.0,0.0,21.29,2.69,0.0,3.46,21.3
20190609:0410,32.0,5.43,21.16,2.69,0.0,3.46,22.2
20190609:0510,215.0,16.45,22.13,2.55,0.0,3.28,28.8
20190609:0610,411.0,27.97,24.65,2.55,0.0,3.28,37.5
20190609:0710,597.0,39.73,27.1,3.24,0.0,4.16,45.8
20190609:0810,764.0,51.46,28.58,3.59,0.0,4.61,52.5
20190609:0910,882.0,62.66,29.91,3.66,0.0,4.70,57.5
20190609:1010,955.0,71.85,31.01,3.79,0.0,4.87,60.9
20190609:1110,965.0,74.55,31.6,3.93,0.0,5.05,61.8
20190609:1210,923.0,68.14,31.67,4.0,0.0,5.14,60.5
20190609:1310,832.0,57.73,31.53,3.93,0.0,5.05,57.5
20190609:1410,689.0,46.2,31.28,3.59,0.0,4.61,52.8
20190609:1510,508.0,34.41,30.93,3.03,0.0,3.89,46.8
20190609:1610,320.0,22.73,30.32,2.69,0.0,3.46,40.3
20190609:1710,132.0,11.4,29.39,2.48,0.0,3.19,33.5
20190609:1810,0.0,0.0,27.91,2.34,0.0,3.01,27.9
20190609:1910,0.0,0.0,25.87,2.21,0.0,2.84,25.9
20190609:2010,0.0,0.0,24.54,2.14,0.0,2.75,24.5
20190609:2110,0.0,0.0,23.52,2.28,0.0,2.93,23.5
20190609:2210,0.0,0.0,22.75,2.41,0.0,3.10,22.8
20190609:2310,0.0,0.0,22.25,2.41,0.0,3.10,22.2
20190610:0010,0.0,0.0,21.77,2.28,0.0,2.93,21.8
20190610:0110,0.0,0.0,20.92,2.07,0.0,2.66,20.9
20190610:0210,0.0,0.0,20.16,1.93,0.0,2.48,20.2
20190610:0310,0.0,0.0,19.66,1.93,0.0,2.48,19.7
20190610:0410,32.0,5.44,19.38,2.0,0.0,2.57,20.4
20190610:0510,214.0,16.46,20.72,1.86,0.0,2.39,27.4
20190610:0610,406.0,27.98,25.46,1.38,0.0,1.77,38.1
20190610:0710,607.0,39.74,27.9,0.62,0.0,0.80,46.9
20190610:0810,767.0,51.47,29.45,0.34,0.0,0.44,53.4
20190610:0910,887.0,62.68,30.53,0.83,0.0,1.07,58.2
20190610:1010,965.0,71.9,31.32,1.38,0.0,1.77,61.5
20190610:1110,981.0,74.63,31.95,1.79,0.0,2.30,62.6
20190610:1210,944.0,68.23,32.27,2.14,0.0,2.75,61.8
20190610:1310,841.0,57.81,32.33,2.55,0.0,3.28,58.6
20190610:1410,694.0,46.28,32.11,2.76,0.0,3.55,53.8
20190610:1510,509.0,34.49,31.55,2.48,0.0,3.19,47.5
20190610:1610,318.0,22.81,30.66,1.66,0.0,2.13,40.6
20190610:1710,143.0,11.48,29.36,1.03,0.0,1.32,33.8
20190610:1810,0.0,0.0,27.67,0.76,0.0,0.98,27.7
20190610:1910,0.0,0.0,25.52,0.76,0.0,0.98,25.5
20190610:2010,0.0,0.0,23.8,0.83,0.0,1.07,23.8
20190610:2110,0.0,0.0,24.25,0.97,0.0,1.25,24.2
20190610:2210,0.0,0.0,23.46,0.9,0.0,1.16,23.5
20190610:2310,0.0,0.0,22.88,1.03,0.0,1.32,22.9
20190611:0010,0.0,0.0,22.55,1.03,0.0,1.32,22.6
20190611:0110,0.0,0.0,22.41,1.03,0.0,1.32,22.4
20190611:0210,0.0,0.0,22.3,1.03,0.0,1.32,22.3
20190611:0310,0.0,0.0,21.82,1.03,0.0,1.32,21.8
20190611:0410,31.0,5.45,20.61,1.24,0.0,1.59,21.6
20190611:0510,200.0,16.47,20.46,1.24,0.0,1.59,26.7
20190611:0610,280.0,27.98,24.77,1.17,0.0,1.50,33.5
20190611:0710,541.0,39.74,27.06,1.17,0.0,1.50,44.0
20190611:0810,755.0,51.47,28.58,0.83,0.0,1.07,52.2
20190611:0910,887.0,62.69,29.59,0.76,0.0,0.98,57.3
20190611:1010,960.0,71.94,30.5,0.83,0.0,1.07,60.5
20190611:1110,960.0,74.71,31.29,0.9,0.0,1.16,61.3
20190611:1210,929.0,68.32,31.88,0.9,0.0,1.16,60.9
20190611:1310,824.0,57.89,32.17,0.97,0.0,1.25,57.9
20190611:1410,679.0,46.35,32.12,1.03,0.0,1.32,53.3
20190611:1510,507.0,34.56,31.55,1.38,0.0,1.77,47.4
20190611:1610,309.0,22.89,30.37,1.52,0.0,1.95,40.0
20190611:1710,83.0,11.56,28.93,1.38,0.0,1.77,31.5
20190611:1810,0.0,0.0,27.3,1.45,0.0,1.86,27.3
20190611:1910,0.0,0.0,25.44,0.97,0.0,1.25,25.4
20190611:2010,0.0,0.0,23.99,1.24,0.0,1.59,24.0
20190611:2110,0.0,0.0,23.73,1.93,0.0,2.48,23.7
20190611:2210,0.0,0.0,22.98,2.14,0.0,2.75,23.0
20190611:2310,0.0,0.0,22.23,1.93,0.0,2.48,22.2
20190612:0010,0.0,0.0,21.99,1.93,0.0,2.48,22.0
20190612:0110,0.0,0.0,22.34,2.21,0.0,2.84,22.3
20190612:0210,0.0,0.0,22.1,2.34,0.0,3.01,22.1
20190612:0310,0.0,0.0,21.92,2.55,0.0,3.28,21.9
20190612:0410,32.0,5.46,21.71,2.83,0.0,3.64,22.7
20190612:0510,197.0,16.47,22.03,2.9,0.0,3.73,28.2
20190612:0610,187.0,27.97,23.47,2.69,0.0,3.46,29.3
20190612:0710,472.0,39.73,25.32,2.97,0.0,3.82,40.1
20190612:0810,0.0,0.0,27.23,3.38,0.0,4.34,27.2
20190612:0910,808.0,62.7,28.95,3.66,0.0,4.70,54.2
20190612:1010,875.0,71.97,30.26,4.0,0.0,5.14,57.6
20190612:1110,595.0,74.78,30.61,4.21,0.0,5.41,49.2
20190612:1210,399.0,68.4,30.77,4.21,0.0,5.41,43.2
20190612:1310,746.0,57.97,30.71,4.07,0.0,5.23,54.0
20190612:1410,498.0,46.43,30.42,3.86,0.0,4.96,46.0
20190612:1510,479.0,34.64,29.43,3.59,0.0,4.61,44.4
20190612:1610,258.0,22.96,28.65,3.52,0.0,4.52,36.7
20190612:1710,103.0,11.64,27.22,3.24,0.0,4.16,30.4
20190612:1810,0.0,0.0,25.49,2.83,0.0,3.64,25.5
20190612:1910,0.0,0.0,23.68,2.28,0.0,2.93,23.7
20190612:2010,0.0,0.0,22.92,1.79,0.0,2.30,22.9
20190612:2110,0.0,0.0,22.06,1.31,0.0,1.68,22.1
20190612:2210,0.0,0.0,21.63,0.69,0.0,0.89,21.6
20190612:2310,0.0,0.0,21.79,0.55,0.0,0.71,21.8
20190613:0010,0.0,0.0,19.37,1.59,0.0,2.04,19.4
20190613:0110,0.0,0.0,20.0,2.0,0.0,2.57,20.0
20190613:0210,0.0,0.0,19.35,2.07,0.0,2.66,19.4
20190613:0310,0.0,0.0,19.0,2.0,0.0,2.57,19.0
20190613:0410,31.0,5.46,18.72,2.07,0.0,2.66,19.7
20190613:0510,197.0,16.47,19.87,2.07,0.0,2.66,26.0
20190613:0610,394.0,27.97,22.66,2.55,0.0,3.28,35.0
20190613:0710,585.0,39.72,25.3,2.55,0.0,3.28,43.6
20190613:0810,757.0,51.46,27.29,2.76,0.0,3.55,50.9
20190613:0910,885.0,62.7,28.75,2.69,0.0,3.46,56.4
20190613:1010,948.0,72.0,29.97,2.55,0.0,3.28,59.6
20190613:1110,964.0,74.85,30.61,2.48,0.0,3.19,60.7
20190613:1210,939.0,68.47,30.99,2.76,0.0,3.55,60.3
20190613:1310,847.0,58.04,30.98,3.03,0.0,3.89,57.4
20190613:1410,711.0,46.5,30.62,3.24,0.0,4.16,52.8
20190613:1510,531.0,34.71,29.83,3.45,0.0,4.43,46.4
20190613:1610,337.0,23.03,28.69,3.52,0.0,4.52,39.2
20190613:1710,142.0,11.71,27.1,3.1,0.0,3.98,31.5
20190613:1810,0.0,0.0,25.21,2.69,0.0,3.46,25.2
20190613:1910,0.0,0.0,24.23,2.34,0.0,3.01,24.2
20190613:2010,0.0,0.0,23.0,2.41,0.0,3.10,23.0
20190613:2110,0.0,0.0,22.16,2.21,0.0,2.84,22.2
20190613:2210,0.0,0.0,21.59,2.0,0.0,2.57,21.6
20190613:2310,0.0,0.0,21.17,1.79,0.0,2.30,21.2
20190614:0010,0.0,0.0,20.62,1.52,0.0,1.95,20.6
20190614:0110,0.0,0.0,19.59,1.24,0.0,1.59,19.6
20190614:0210,0.0,0.0,19.19,1.03,0.0,1.32,19.2
20190614:0310,0.0,0.0,19.3,0.97,0.0,1.25,19.3
20190614:0410,31.0,5.46,19.67,0.9,0.0,1.16,20.6
20190614:0510,229.0,16.46,20.74,0.76,0.0,0.98,27.9
20190614:0610,421.0,27.95,24.71,0.69,0.0,0.89,37.9
20190614:0710,615.0,39.71,27.11,0.76,0.0,0.98,46.3
20190614:0810,774.0,51.45,28.55,1.03,0.0,1.32,52.7
20190614:0910,894.0,62.7,29.6,1.24,0.0,1.59,57.5
20190614:1010,969.0,72.02,30.41,1.24,0.0,1.59,60.7
20190614:1110,975.0,74.91,31.12,1.17,0.0,1.50,61.6
20190614:1210,928.0,68.54,31.61,1.03,0.0,1.32,60.6
20190614:1310,838.0,58.11,31.81,0.97,0.0,1.25,58.0
20190614:1410,700.0,46.56,31.71,0.97,0.0,1.25,53.6
20190614:1510,530.0,34.78,31.23,1.1,0.0,1.41,47.8
20190614:1610,333.0,23.1,30.29,1.24,0.0,1.59,40.7
20190614:1710,143.0,11.78,28.79,1.45,0.0,1.86,33.3
20190614:1810,0.0,0.0,27.02,1.38,0.0,1.77,27.0
20190614:1910,0.0,0.0,24.97,1.17,0.0,1.50,25.0
20190614:2010,0.0,0.0,23.86,0.97,0.0,1.25,23.9
20190614:2110,0.0,0.0,22.62,0.69,0.0,0.89,22.6
20190614:2210,0.0,0.0,22.79,0.48,0.0,0.62,22.8
20190614:2310,0.0,0.0,22.45,0.62,0.0,0.80,22.4
20190615:0010,0.0,0.0,20.55,1.31,0.0,1.68,20.6
20190615:0110,0.0,0.0,20.35,1.86,0.0,2.39,20.4
20190615:0210,0.0,0.0,20.33,2.21,0.0,2.84,20.3
20190615:0310,0.0,0.0,20.67,2.34,0.0,3.01,20.7
20190615:0410,22.0,5.45,21.16,2.28,0.0,2.93,21.8
20190615:0510,20.0,16.45,22.57,2.07,0.0,2.66,23.2
20190615:0610,347.0,27.94,25.29,2.14,0.0,2.75,36.1
20190615:0710,576.0,39.69,27.27,2.69,0.0,3.46,45.3
20190615:0810,717.0,51.44,28.88,3.24,0.0,4.16,51.3
20190615:0910,882.0,62.69,29.8,3.59,0.0,4.61,57.4
20190615:1010,940.0,72.04,30.54,3.52,0.0,4.52,59.9
20190615:1110,920.0,74.96,31.21,3.45,0.0,4.43,60.0
20190615:1210,861.0,68.61,31.67,3.38,0.0,4.34,58.6
20190615:1310,808.0,58.17,31.86,3.45,0.0,4.43,57.1
20190615:1410,679.0,46.63,31.49,3.59,0.0,4.61,52.7
20190615:1510,511.0,34.84,30.54,3.72,0.0,4.78,46.5
20190615:1610,316.0,23.16,29.02,4.0,0.0,5.14,38.9
20190615:1710,86.0,11.85,26.98,3.86,0.0,4.96,29.7
20190615:1810,0.0,0.0,24.88,3.38,0.0,4.34,24.9
20190615:1910,0.0,0.0,22.98,3.03,0.0,3.89,23.0
20190615:2010,0.0,0.0,22.69,2.76,0.0,3.55,22.7
20190615:2110,0.0,0.0,22.63,2.9,0.0,3.73,22.6
20190615:2210,0.0,0.0,22.19,3.24,0.0,4.16,22.2
20190615:2310,0.0,0.0,21.28,3.45,0.0,4.43,21.3
20190616:0010,0.0,0.0,20.4,3.52,0.0,4.52,20.4
20190616:0110,0.0,0.0,20.51,3.59,0.0,4.61,20.5
20190616:0210,0.0,0.0,20.23,3.52,0.0,4.52,20.2
20190616:0310,0.0,0.0,20.04,3.38,0.0,4.34,20.0
20190616:0410,22.0,5.44,19.97,3.38,0.0,4.34,20.7
20190616:0510,177.0,16.43,21.01,3.38,0.0,4.34,26.5
20190616:0610,354.0,27.92,22.79,3.79,0.0,4.87,33.9
20190616:0710,576.0,39.67,24.09,4.41,0.0,5.67,42.1
20190616:0810,750.0,51.42,25.44,4.55,0.0,5.85,48.9
20190616:0910,868.0,62.68,26.51,4.55,0.0,5.85,53.6
20190616:1010,946.0,72.04,27.49,4.55,0.0,5.85,57.1
20190616:1110,974.0,75.01,27.86,4.62,0.0,5.94,58.3
20190616:1210,923.0,68.67,28.27,4.69,0.0,6.03,57.1
20190616:1310,828.0,58.23,28.27,4.62,0.0,5.94,54.1
20190616:1410,688.0,46.69,28.05,4.55,0.0,5.85,49.5
20190616:1510,521.0,34.9,27.23,4.55,0.0,5.85,43.5
20190616:1610,323.0,23.23,26.02,4.28,0.0,5.50,36.1
20190616:1710,139.0,11.91,24.57,4.0,0.0,5.14,28.9
20190616:1810,0.0,0.0,22.85,3.72,0.0,4.78,22.9
20190616:1910,0.0,0.0,21.38,3.38,0.0,4.34,21.4
20190616:2010,0.0,0.0,20.71,3.31,0.0,4.25,20.7
20190616:2110,0.0,0.0,20.36,3.17,0.0,4.07,20.4
20190616:2210,0.0,0.0,20.09,3.03,0.0,3.89,20.1
20190616:2310,0.0,0.0,19.94,2.97,0.0,3.82,19.9
20190617:0010,0.0,0.0,19.58,2.9,0.0,3.73,19.6
20190617:0110,0.0,0.0,18.79,2.76,0.0,3.55,18.8
20190617:0210,0.0,0.0,18.6,2.69,0.0,3.46,18.6
20190617:0310,0.0,0.0,18.34,2.62,0.0,3.37,18.3
20190617:0410,32.0,5.42,18.23,2.62,0.0,3.37,19.2
20190617:0510,214.0,16.41,19.34,2.62,0.0,3.37,26.0
20190617:0610,409.0,27.9,21.54,2.97,0.0,3.82,34.3
20190617:0710,599.0,39.65,23.5,2.9,0.0,3.73,42.2
20190617:0810,758.0,51.4,25.48,2.62,0.0,3.37,49.2
20190617:0910,863.0,62.66,27.18,2.07,0.0,2.66,54.1
20190617:1010,956.0,72.05,28.46,1.52,0.0,1.95,58.3
20190617:1110,963.0,75.05,29.1,1.24,0.0,1.59,59.2
20190617:1210,928.0,68.73,29.39,1.24,0.0,1.59,58.4
20190617:1310,824.0,58.29,29.52,1.31,0.0,1.68,55.3
20190617:1410,700.0,46.75,29.42,1.31,0.0,1.68,51.3
20190617:1510,525.0,34.96,28.78,1.24,0.0,1.59,45.2
20190617:1610,333.0,23.28,27.77,1.52,0.0,1.95,38.2
20190617:1710,141.0,11.97,26.16,2.07,0.0,2.66,30.6
20190617:1810,0.0,0.0,24.43,2.14,0.0,2.75,24.4
20190617:1910,0.0,0.0,22.38,2.21,0.0,2.84,22.4
20190617:2010,0.0,0.0,21.42,2.14,0.0,2.75,21.4
20190617:2110,0.0,0.0,20.7,1.86,0.0,2.39,20.7
20190617:2210,0.0,0.0,20.12,1.66,0.0,2.13,20.1
20190617:2310,0.0,0.0,19.69,1.59,0.0,2.04,19.7
20190618:0010,0.0,0.0,19.35,1.66,0.0,2.13,19.4
20190618:0110,0.0,0.0,18.93,1.79,0.0,2.30,18.9
20190618:0210,0.0,0.0,18.74,2.14,0.0,2.75,18.7
20190618:0310,0.0,0.0,18.59,2.41,0.0,3.10,18.6
20190618:0410,31.0,5.4,18.41,2.34,0.0,3.01,19.4
20190618:0510,200.0,16.38,19.25,2.07,0.0,2.66,25.5
20190618:0610,389.0,27.87,21.35,2.34,0.0,3.01,33.5
20190618:0710,584.0,39.62,23.43,2.55,0.0,3.28,41.7
20190618:0810,744.0,51.37,25.0,1.66,0.0,2.13,48.2
20190618:0910,871.0,62.64,26.49,0.76,0.0,0.98,53.7
20190618:1010,955.0,72.04,27.53,0.69,0.0,0.89,57.4
20190618:1110,962.0,75.08,28.17,0.83,0.0,1.07,58.2
20190618:1210,917.0,68.78,28.64,0.48,0.0,0.62,57.3
20190618:1310,819.0,58.35,28.93,0.14,0.0,0.18,54.5
20190618:1410,689.0,46.8,28.82,0.21,0.0,0.27,50.4
20190618:1510,510.0,35.01,28.41,0.34,0.0,0.44,44.3
20190618:1610,318.0,23.34,27.56,0.55,0.0,0.71,37.5
20190618:1710,135.0,12.02,26.33,0.55,0.0,0.71,30.5
20190618:1810,0.0,0.0,24.86,1.38,0.0,1.77,24.9
20190618:1910,0.0,0.0,22.8,1.45,0.0,1.86,22.8
20190618:2010,0.0,0.0,21.8,1.59,0.0,2.04,21.8
20190618:2110,0.0,0.0,20.96,1.72,0.0,2.21,21.0
20190618:2210,0.0,0.0,20.23,1.79,0.0,2.30,20.2
20190618:2310,0.0,0.0,19.66,1.79,0.0,2.30,19.7
20190619:0010,0.0,0.0,19.24,1.72,0.0,2.21,19.2
20190619:0110,0.0,0.0,18.98,1.66,0.0,2.13,19.0
20190619:0210,0.0,0.0,18.81,1.66,0.0,2.13,18.8
20190619:0310,0.0,0.0,18.65,1.72,0.0,2.21,18.6
20190619:0410,32.0,5.38,18.58,1.79,0.0,2.30,19.6
20190619:0510,210.0,16.35,19.53,1.72,0.0,2.21,26.1
20190619:0610,399.0,27.84,21.48,2.07,0.0,2.66,33.9
20190619:0710,589.0,39.59,23.13,2.21,0.0,2.84,41.5
20190619:0810,743.0,51.34,24.46,1.86,0.0,2.39,47.7
20190619:0910,869.0,62.61,25.68,1.38,0.0,1.77,52.8
20190619:1010,938.0,72.03,26.67,0.97,0.0,1.25,56.0
20190619:1110,976.0,75.11,27.56,0.83,0.0,1.07,58.1
20190619:1210,936.0,68.82,28.08,0.83,0.0,1.07,57.3
20190619:1310,841.0,58.4,28.2,0.97,0.0,1.25,54.5
20190619:1410,696.0,46.85,27.71,1.24,0.0,1.59,49.5
20190619:1510,525.0,35.07,27.23,1.66,0.0,2.13,43.6
20190619:1610,319.0,23.39,26.41,2.0,0.0,2.57,36.4
20190619:1710,151.0,12.07,25.28,2.28,0.0,2.93,30.0
20190619:1810,0.0,0.0,23.76,2.34,0.0,3.01,23.8
20190619:1910,0.0,0.0,21.95,2.21,0.0,2.84,21.9
20190619:2010,0.0,0.0,21.09,2.28,0.0,2.93,21.1
20190619:2110,0.0,0.0,20.33,2.07,0.0,2.66,20.3
20190619:2210,0.0,0.0,19.65,2.0,0.0,2.57,19.6
20190619:2310,0.0,0.0,19.08,2.07,0.0,2.66,19.1
20190620:0010,0.0,0.0,18.64,2.21,0.0,2.84,18.6
20190620:0110,0.0,0.0,18.91,2.48,0.0,3.19,18.9
